Sample_Index,Raw_ECG_Value
602,-69.000000
603,-62.000000
604,-53.000000
605,-41.000000
606,-26.000000
607,-7.000000
608,10.000000
609,28.000000
610,41.000000
611,49.000000
612,58.000000
613,67.000000
614,78.000000
615,90.000000
616,101.000000
617,110.000000
618,119.000000
619,130.000000
620,140.000000
621,148.000000
622,154.000000
623,160.000000
624,166.000000
625,171.000000
626,177.000000
627,181.000000
628,187.000000
629,193.000000
630,203.000000
631,217.000000
632,226.000000
633,232.000000
634,236.000000
635,239.000000
636,242.000000
637,244.000000
638,244.000000
639,241.000000
640,233.000000
641,224.000000
642,211.000000
643,192.000000
644,176.000000
645,162.000000
646,151.000000
647,139.000000
648,126.000000
649,119.000000
650,114.000000
651,110.000000
652,107.000000
653,105.000000
654,103.000000
655,102.000000
656,101.000000
657,101.000000
658,101.000000
659,102.000000
660,104.000000
661,105.000000
662,106.000000
663,108.000000
664,110.000000
665,111.000000
666,112.000000
667,112.000000
668,113.000000
669,113.000000
670,115.000000
671,117.000000
672,117.000000
673,115.000000
674,109.000000
675,104.000000
676,101.000000
677,99.000000
678,97.000000
679,94.000000
680,92.000000
681,91.000000
682,90.000000
683,89.000000
684,88.000000
685,88.000000
686,88.000000
687,90.000000
688,96.000000
689,99.000000
690,101.000000
691,103.000000
692,104.000000
693,105.000000
694,107.000000
695,109.000000
696,110.000000
697,111.000000
698,111.000000
699,111.000000
700,111.000000
701,111.000000
702,111.000000
703,110.000000
704,109.000000
705,106.000000
706,102.000000
707,97.000000
708,92.000000
709,87.000000
710,82.000000
711,79.000000
712,76.000000
713,74.000000
714,73.000000
715,73.000000
716,76.000000
717,79.000000
718,84.000000
719,89.000000
720,94.000000
721,100.000000
722,112.000000
723,126.000000
724,142.000000
725,153.000000
726,162.000000
727,169.000000
728,174.000000
729,175.000000
730,173.000000
731,170.000000
732,165.000000
733,159.000000
734,151.000000
735,141.000000
736,130.000000
737,113.000000
738,98.000000
739,88.000000
740,81.000000
741,77.000000
742,73.000000
743,71.000000
744,69.000000
745,67.000000
746,67.000000
747,69.000000
748,71.000000
749,73.000000
750,75.000000
751,77.000000
752,79.000000
753,83.000000
754,87.000000
755,93.000000
756,99.000000
757,104.000000
758,107.000000
759,108.000000
760,108.000000
761,107.000000
762,106.000000
763,104.000000
764,99.000000
765,93.000000
766,85.000000
767,77.000000
768,69.000000
769,61.000000
770,54.000000
771,48.000000
772,43.000000
773,40.000000
774,37.000000
775,34.000000
776,33.000000
777,32.000000
778,34.000000
779,36.000000
780,39.000000
781,40.000000
782,41.000000
783,42.000000
784,45.000000
785,50.000000
786,61.000000
787,83.000000
788,116.000000
789,166.000000
790,238.000000
791,334.000000
792,452.000000
793,584.000000
794,716.000000
795,834.000000
796,906.000000
797,930.000000
798,903.000000
799,819.000000
800,659.000000
801,466.000000
802,274.000000
803,109.000000
804,-8.000000
805,-56.000000
806,-74.000000
807,-75.000000
808,-69.000000
809,-63.000000
810,-58.000000
811,-61.000000
812,-78.000000
813,-89.000000
814,-98.000000
815,-105.000000
816,-103.000000
817,-93.000000
818,-81.000000
819,-75.000000
820,-70.000000
821,-66.000000
822,-61.000000
823,-56.000000
824,-52.000000
825,-50.000000
826,-51.000000
827,-55.000000
828,-59.000000
829,-62.000000
830,-61.000000
831,-59.000000
832,-56.000000
833,-51.000000
834,-47.000000
835,-44.000000
836,-44.000000
837,-44.000000
838,-44.000000
839,-42.000000
840,-38.000000
841,-33.000000
842,-28.000000
843,-24.000000
844,-22.000000
845,-20.000000
846,-17.000000
847,-12.000000
848,-5.000000
849,2.000000
850,14.000000
851,27.000000
852,38.000000
853,50.000000
854,62.000000
855,72.000000
856,82.000000
857,91.000000
858,97.000000
859,98.000000
860,97.000000
861,97.000000
862,97.000000
863,97.000000
864,99.000000
865,99.000000
866,98.000000
867,96.000000
868,93.000000
869,90.000000
870,85.000000
871,78.000000
872,70.000000
873,61.000000
874,51.000000
875,42.000000
876,36.000000
877,31.000000
878,27.000000
879,22.000000
880,17.000000
881,11.000000
882,3.000000
883,-4.000000
884,-11.000000
885,-16.000000
886,-20.000000
887,-25.000000
888,-30.000000
889,-35.000000
890,-39.000000
891,-38.000000
892,-34.000000
893,-28.000000
894,-20.000000
895,-14.000000
896,-8.000000
897,-3.000000
898,0.000000
899,2.000000
900,5.000000
901,9.000000
902,12.000000
903,13.000000
904,13.000000
905,11.000000
906,8.000000
907,6.000000
908,3.000000
909,0.000000
910,-1.000000
911,-3.000000
912,-5.000000
913,-6.000000
914,-6.000000
915,-6.000000
916,-5.000000
917,-3.000000
918,-2.000000
919,-1.000000
920,-1.000000
921,0.000000
922,2.000000
923,5.000000
924,7.000000
925,-1.000000
926,0.000000
927,0.000000
928,1.000000
929,1.000000
930,1.000000
931,1.000000
932,1.000000
933,2.000000
934,2.000000
935,3.000000
936,3.000000
937,3.000000
938,3.000000
939,3.000000
940,4.000000
941,4.000000
942,3.000000
943,2.000000
944,1.000000
945,0.000000
946,0.000000
947,1.000000
948,1.000000
949,1.000000
950,0.000000
951,0.000000
952,0.000000
953,1.000000
954,1.000000
955,1.000000
956,0.000000
957,0.000000
958,-1.000000
959,-2.000000
960,-3.000000
961,-4.000000
962,-6.000000
963,-8.000000
964,-9.000000
965,-9.000000
966,-9.000000
967,-10.000000
968,-9.000000
969,-9.000000
970,-7.000000
971,-5.000000
972,-3.000000
973,-1.000000
974,0.000000
975,1.000000
976,2.000000
977,3.000000
978,3.000000
979,4.000000
980,4.000000
981,5.000000
982,6.000000
983,7.000000
984,10.000000
985,12.000000
986,15.000000
987,18.000000
988,22.000000
989,25.000000
990,29.000000
991,31.000000
992,33.000000
993,35.000000
994,36.000000
995,38.000000
996,40.000000
997,43.000000
998,46.000000
999,49.000000
1000,53.000000
1001,58.000000
1002,63.000000
1003,67.000000
1004,69.000000
1005,68.000000
1006,64.000000
1007,58.000000
1008,52.000000
1009,46.000000
1010,42.000000
1011,37.000000
1012,31.000000
1013,25.000000
1014,20.000000
1015,15.000000
1016,11.000000
1017,8.000000
1018,4.000000
1019,1.000000
1020,-3.000000
1021,-10.000000
1022,-20.000000
1023,-26.000000
1024,-30.000000
1025,-33.000000
1026,-37.000000
1027,-39.000000
1028,-35.000000
1029,-23.000000
1030,7.000000
1031,49.000000
1032,107.000000
1033,182.000000
1034,272.000000
1035,378.000000
1036,497.000000
1037,623.000000
1038,744.000000
1039,843.000000
1040,881.000000
1041,872.000000
1042,793.000000
1043,644.000000
1044,457.000000
1045,263.000000
1046,97.000000
1047,-18.000000
1048,-73.000000
1049,-90.000000
1050,-99.000000
1051,-104.000000
1052,-108.000000
1053,-112.000000
1054,-115.000000
1055,-118.000000
1056,-120.000000
1057,-122.000000
1058,-124.000000
1059,-125.000000
1060,-126.000000
1061,-127.000000
1062,-127.000000
1063,-129.000000
1064,-130.000000
1065,-130.000000
1066,-131.000000
1067,-134.000000
1068,-136.000000
1069,-135.000000
1070,-126.000000
1071,-115.000000
1072,-108.000000
1073,-102.000000
1074,-96.000000
1075,-92.000000
1076,-88.000000
1077,-85.000000
1078,-83.000000
1079,-81.000000
1080,-79.000000
1081,-78.000000
1082,-76.000000
1083,-75.000000
1084,-73.000000
1085,-72.000000
1086,-70.000000
1087,-68.000000
1088,-65.000000
1089,-62.000000
1090,-57.000000
1091,-52.000000
1092,-44.000000
1093,-32.000000
1094,-20.000000
1095,-6.000000
1096,6.000000
1097,20.000000
1098,31.000000
1099,42.000000
1100,53.000000
1101,64.000000
1102,71.000000
1103,75.000000
1104,78.000000
1105,80.000000
1106,82.000000
1107,84.000000
1108,86.000000
1109,86.000000
1110,85.000000
1111,82.000000
1112,77.000000
1113,71.000000
1114,66.000000
1115,60.000000
1116,53.000000
1117,45.000000
1118,35.000000
1119,25.000000
1120,15.000000
1121,7.000000
1122,-1.000000
1123,-8.000000
1124,-14.000000
1125,-17.000000
1126,-19.000000
1127,-20.000000
1128,-21.000000
1129,-22.000000
1130,-23.000000
1131,-24.000000
1132,-25.000000
1133,-27.000000
1134,-28.000000
1135,-29.000000
1136,-30.000000
1137,-32.000000
1138,-36.000000
1139,-37.000000
1140,-36.000000
1141,-34.000000
1142,-33.000000
1143,-31.000000
1144,-31.000000
1145,-31.000000
1146,-32.000000
1147,-35.000000
1148,-37.000000
1149,-40.000000
1150,-42.000000
1151,-47.000000
1152,-50.000000
1153,-49.000000
1154,-44.000000
1155,-40.000000
1156,-36.000000
1157,-31.000000
1158,-21.000000
1159,-11.000000
1160,-4.000000
1161,0.000000
1162,6.000000
1163,11.000000
1164,15.000000
1165,16.000000
1166,15.000000
1167,11.000000
1168,6.000000
1169,2.000000
1170,-1.000000
1171,-4.000000
1172,-8.000000
1173,-12.000000
1174,-16.000000
1175,-19.000000
1176,-22.000000
1177,-23.000000
1178,-23.000000
1179,-23.000000
1180,-22.000000
1181,-21.000000
1182,-18.000000
1183,-16.000000
1184,-13.000000
1185,-11.000000
1186,-10.000000
1187,-9.000000
1188,-8.000000
1189,-6.000000
1190,-4.000000
1191,-1.000000
1192,0.000000
1193,3.000000
1194,6.000000
1195,8.000000
1196,9.000000
1197,10.000000
1198,9.000000
1199,9.000000
1200,8.000000
1201,7.000000
1202,6.000000
1203,4.000000
1204,2.000000
1205,0.000000
1206,0.000000
1207,-1.000000
1208,-1.000000
1209,-1.000000
1210,-4.000000
1211,-7.000000
1212,-10.000000
1213,-10.000000
1214,-6.000000
1215,0.000000
1216,6.000000
1217,11.000000
1218,15.000000
1219,20.000000
1220,25.000000
1221,29.000000
1222,32.000000
1223,35.000000
1224,38.000000
1225,40.000000
1226,43.000000
1227,46.000000
1228,49.000000
1229,52.000000
1230,54.000000
1231,56.000000
1232,58.000000
1233,60.000000
1234,62.000000
1235,64.000000
1236,66.000000
1237,68.000000
1238,70.000000
1239,71.000000
1240,70.000000
1241,67.000000
1242,62.000000
1243,57.000000
1244,52.000000
1245,49.000000
1246,45.000000
1247,41.000000
1248,37.000000
1249,33.000000
1250,30.000000
1251,28.000000
1252,26.000000
1253,25.000000
1254,25.000000
1255,25.000000
1256,26.000000
1257,28.000000
1258,30.000000
1259,34.000000
1260,38.000000
1261,43.000000
1262,62.000000
1263,106.000000
1264,169.000000
1265,253.000000
1266,359.000000
1267,479.000000
1268,595.000000
1269,694.000000
1270,764.000000
1271,790.000000
1272,787.000000
1273,742.000000
1274,635.000000
1275,474.000000
1276,288.000000
1277,115.000000
1278,-4.000000
1279,-42.000000
1280,-52.000000
1281,-59.000000
1282,-63.000000
1283,-68.000000
1284,-72.000000
1285,-76.000000
1286,-80.000000
1287,-83.000000
1288,-86.000000
1289,-89.000000
1290,-92.000000
1291,-95.000000
1292,-97.000000
1293,-99.000000
1294,-102.000000
1295,-103.000000
1296,-104.000000
1297,-103.000000
1298,-102.000000
1299,-100.000000
1300,-97.000000
1301,-94.000000
1302,-90.000000
1303,-86.000000
1304,-81.000000
1305,-71.000000
1306,-64.000000
1307,-59.000000
1308,-56.000000
1309,-55.000000
1310,-55.000000
1311,-54.000000
1312,-53.000000
1313,-52.000000
1314,-50.000000
1315,-48.000000
1316,-47.000000
1317,-46.000000
1318,-45.000000
1319,-43.000000
1320,-41.000000
1321,-38.000000
1322,-34.000000
1323,-25.000000
1324,-7.000000
1325,1.000000
1326,7.000000
1327,14.000000
1328,21.000000
1329,29.000000
1330,42.000000
1331,60.000000
1332,69.000000
1333,75.000000
1334,79.000000
1335,81.000000
1336,82.000000
1337,80.000000
1338,76.000000
1339,71.000000
1340,67.000000
1341,64.000000
1342,60.000000
1343,57.000000
1344,54.000000
1345,51.000000
1346,49.000000
1347,46.000000
1348,44.000000
1349,41.000000
1350,38.000000
1351,35.000000
1352,32.000000
1353,28.000000
1354,22.000000
1355,15.000000
1356,10.000000
1357,5.000000
1358,1.000000
1359,-2.000000
1360,-6.000000
1361,-9.000000
1362,-11.000000
1363,-12.000000
1364,-13.000000
1365,-13.000000
1366,-13.000000
1367,-14.000000
1368,-15.000000
1369,-16.000000
1370,-17.000000
1371,-18.000000
1372,-19.000000
1373,-20.000000
1374,-23.000000
1375,-23.000000
1376,-19.000000
1377,-17.000000
1378,-16.000000
1379,-16.000000
1380,-15.000000
1381,-15.000000
1382,-15.000000
1383,-15.000000
1384,-15.000000
1385,-14.000000
1386,-13.000000
1387,-13.000000
1388,-12.000000
1389,-12.000000
1390,-11.000000
1391,-10.000000
1392,-9.000000
1393,-8.000000
1394,-6.000000
1395,-6.000000
1396,-5.000000
1397,-4.000000
1398,-2.000000
1399,2.000000
1400,6.000000
1401,8.000000
1402,6.000000
1403,1.000000
1404,-3.000000
1405,-6.000000
1406,-8.000000
1407,-11.000000
1408,-13.000000
1409,-15.000000
1410,-17.000000
1411,-17.000000
1412,-16.000000
1413,-14.000000
1414,-12.000000
1415,-10.000000
1416,-7.000000
1417,-2.000000
1418,0.000000
1419,0.000000
1420,-3.000000
1421,-6.000000
1422,-9.000000
1423,-8.000000
1424,-3.000000
1425,-1.000000
1426,0.000000
1427,1.000000
1428,2.000000
1429,2.000000
1430,3.000000
1431,3.000000
1432,4.000000
1433,4.000000
1434,4.000000
1435,4.000000
1436,4.000000
1437,3.000000
1438,3.000000
1439,3.000000
1440,3.000000
1441,2.000000
1442,1.000000
1443,0.000000
1444,0.000000
1445,0.000000
1446,0.000000
1447,-1.000000
1448,-1.000000
1449,1.000000
1450,3.000000
1451,4.000000
1452,6.000000
1453,7.000000
1454,10.000000
1455,13.000000
1456,17.000000
1457,21.000000
1458,26.000000
1459,30.000000
1460,34.000000
1461,36.000000
1462,38.000000
1463,40.000000
1464,42.000000
1465,44.000000
1466,47.000000
1467,49.000000
1468,51.000000
1469,53.000000
1470,56.000000
1471,62.000000
1472,74.000000
1473,80.000000
1474,84.000000
1475,86.000000
1476,88.000000
1477,87.000000
1478,86.000000
1479,82.000000
1480,77.000000
1481,59.000000
1482,34.000000
1483,20.000000
1484,12.000000
1485,7.000000
1486,2.000000
1487,-1.000000
1488,-5.000000
1489,-10.000000
1490,-16.000000
1491,-16.000000
1492,-9.000000
1493,-3.000000
1494,0.000000
1495,2.000000
1496,6.000000
1497,9.000000
1498,12.000000
1499,17.000000
1500,36.000000
1501,66.000000
1502,115.000000
1503,188.000000
1504,290.000000
1505,414.000000
1506,549.000000
1507,685.000000
1508,807.000000
1509,897.000000
1510,933.000000
1511,901.000000
1512,798.000000
1513,636.000000
1514,441.000000
1515,247.000000
1516,88.000000
1517,-21.000000
1518,-69.000000
1519,-87.000000
1520,-95.000000
1521,-103.000000
1522,-117.000000
1523,-131.000000
1524,-139.000000
1525,-130.000000
1526,-115.000000
1527,-103.000000
1528,-96.000000
1529,-91.000000
1530,-97.000000
1531,-103.000000
1532,-107.000000
1533,-110.000000
1534,-112.000000
1535,-110.000000
1536,-107.000000
1537,-103.000000
1538,-99.000000
1539,-95.000000
1540,-92.000000
1541,-92.000000
1542,-93.000000
1543,-96.000000
1544,-99.000000
1545,-102.000000
1546,-91.000000
1547,-81.000000
1548,-75.000000
1549,-71.000000
1550,-68.000000
1551,-67.000000
1552,-66.000000
1553,-65.000000
1554,-64.000000
1555,-63.000000
1556,-61.000000
1557,-60.000000
1558,-57.000000
1559,-53.000000
1560,-47.000000
1561,-35.000000
1562,-18.000000
1563,-3.000000
1564,10.000000
1565,18.000000
1566,22.000000
1567,26.000000
1568,33.000000
1569,40.000000
1570,47.000000
1571,52.000000
1572,57.000000
1573,61.000000
1574,64.000000
1575,67.000000
1576,72.000000
1577,78.000000
1578,79.000000
1579,80.000000
1580,81.000000
1581,81.000000
1582,82.000000
1583,79.000000
1584,74.000000
1585,68.000000
1586,61.000000
1587,52.000000
1588,42.000000
1589,33.000000
1590,23.000000
1591,15.000000
1592,9.000000
1593,5.000000
1594,1.000000
1595,-1.000000
1596,-6.000000
1597,-11.000000
1598,-16.000000
1599,-20.000000
1600,-22.000000
1601,-24.000000
1602,-25.000000
1603,-26.000000
1604,-27.000000
1605,-27.000000
1606,-28.000000
1607,-28.000000
1608,-29.000000
1609,-30.000000
1610,-31.000000
1611,-31.000000
1612,-31.000000
1613,-30.000000
1614,-29.000000
1615,-28.000000
1616,-27.000000
1617,-27.000000
1618,-25.000000
1619,-25.000000
1620,-25.000000
1621,-26.000000
1622,-28.000000
1623,-30.000000
1624,-33.000000
1625,-35.000000
1626,-31.000000
1627,-25.000000
1628,-22.000000
1629,-20.000000
1630,-19.000000
1631,-17.000000
1632,-15.000000
1633,-13.000000
1634,-10.000000
1635,-8.000000
1636,-6.000000
1637,-4.000000
1638,-3.000000
1639,-1.000000
1640,0.000000
1641,1.000000
1642,3.000000
1643,5.000000
1644,8.000000
1645,10.000000
1646,12.000000
1647,13.000000
1648,12.000000
1649,10.000000
1650,8.000000
1651,6.000000
1652,4.000000
1653,2.000000
1654,0.000000
1655,-1.000000
1656,-3.000000
1657,-5.000000
1658,-7.000000
1659,-7.000000
1660,-8.000000
1661,-7.000000
1662,-7.000000
1663,-6.000000
1664,-4.000000
1665,-3.000000
1666,-1.000000
1667,0.000000
1668,1.000000
1669,3.000000
1670,5.000000
1671,8.000000
1672,11.000000
1673,14.000000
1674,18.000000
1675,22.000000
1676,26.000000
1677,27.000000
1678,26.000000
1679,23.000000
1680,19.000000
1681,13.000000
1682,5.000000
1683,0.000000
1684,-4.000000
1685,-8.000000
1686,-10.000000
1687,-5.000000
1688,3.000000
1689,7.000000
1690,10.000000
1691,12.000000
1692,14.000000
1693,16.000000
1694,18.000000
1695,21.000000
1696,23.000000
1697,25.000000
1698,27.000000
1699,28.000000
1700,30.000000
1701,32.000000
1702,33.000000
1703,35.000000
1704,36.000000
1705,39.000000
1706,43.000000
1707,47.000000
1708,50.000000
1709,53.000000
1710,56.000000
1711,58.000000
1712,61.000000
1713,64.000000
1714,68.000000
1715,70.000000
1716,72.000000
1717,74.000000
1718,77.000000
1719,81.000000
1720,86.000000
1721,86.000000
1722,76.000000
1723,61.000000
1724,43.000000
1725,34.000000
1726,30.000000
1727,27.000000
1728,24.000000
1729,21.000000
1730,18.000000
1731,15.000000
1732,11.000000
1733,5.000000
1734,-1.000000
1735,-7.000000
1736,-12.000000
1737,-16.000000
1738,-20.000000
1739,-23.000000
1740,-21.000000
1741,-16.000000
1742,-1.000000
1743,19.000000
1744,46.000000
1745,80.000000
1746,129.000000
1747,199.000000
1748,296.000000
1749,415.000000
1750,549.000000
1751,683.000000
1752,803.000000
1753,889.000000
1754,925.000000
1755,899.000000
1756,803.000000
1757,645.000000
1758,453.000000
1759,262.000000
1760,103.000000
1761,-4.000000
1762,-62.000000
1763,-86.000000
1764,-102.000000
1765,-119.000000
1766,-135.000000
1767,-145.000000
1768,-151.000000
